"feature_id","C01","C02","C03","C04","C05","C06","T01","T02","T03","T04","T05","T06","M01","M02","M03","M04","M05","M06","S01","S02","S03","S04","S05","S06"
"ASV012",0.00272975432211101,0.00278053624627607,0.00237686517892513,0.00270422233527002,0.00241637706342311,0.00305590508718317,0.00293915327371647,0.00248241621845263,0.00251466890192791,0.00276791624044768,0.00265988887575363,0.00465243568691845,0.00236882624659481,0.00264027972693323,0.00257789455419775,0.0021655958998051,0.00207503518019415,0.00328518407061892,0.00260299985064755,0.00252106136683544,0.00234685149036036,0.00206965617002337,0.0020245049452751,0.00209470610638568
"ASV013",0.039776420122189,0.0538977159880834,0.0560676086095339,0.0500682749203459,0.0440920938314509,0.0576256387868827,0.00894253017322244,0.00922040309710976,0.011016644713208,0.011703471929719,0.00925050242345431,0.00741957063796144,0.00930948714911761,0.00656501986156371,0.00865081922514439,0.00798864265261436,0.00736995253655163,0.00782425519109239,0.00723292581450426,0.00773125485829534,0.00605356085363981,0.00836764214977189,0.0081401969674603,0.00586094536837205
"ASV014",0.0117769400753932,0.0129841112214499,0.0112240855671464,0.0122091622265656,0.0132221980886186,0.0152024858118692,0.054780814207992,0.0639517701991844,0.0585259250389175,0.0531018713520669,0.0583402293415297,0.0603904397007845,0.0106597181096767,0.00830142004233962,0.0116748878367994,0.0101542385524195,0.00970734848665538,0.0106329621827666,0.00859843393287674,0.00892875900754217,0.0091461408549558,0.0105930788917325,0.00784495666294101,0.00990224704836867
"ASV015",0.00350968412842844,0.00377358490566038,0.00446322461375941,0.00307906503520844,0.00548436142484796,0.00300454533781875,0.00565943343130511,0.00517170045510964,0.00392168602562567,0.0053252301582526,0.0041967135595224,0.00541263759654564,0.0195428165344072,0.0212411693346971,0.0231762635401433,0.0229793787145985,0.022873088940301,0.0255792958170328,0.00503531118649854,0.00548330847286708,0.005680696598162,0.00478468899521531,0.00514561673590755,0.00677076721255977
"ASV016",0.00392564669179774,0.00439424031777557,0.0037237554469827,0.00479263166349835,0.00317658557775847,0.00305590508718317,0.0050340816709399,0.0043737809563213,0.00446054364746737,0.00361032553101871,0.00407849627615557,0.00392264185367634,0.00710647873978444,0.00668395138079494,0.00515578910839551,0.00613585504944777,0.00503255658644787,0.00659544588223493,0.0214854168000171,0.020420597071367,0.026100497883447,0.0208968510070101,0.0204137581981906,0.0179636917608226
"ASV017",0.00304172624463798,0.00369910625620655,0.00393503235177605,0.00388229939221934,0.00407254561251086,0.00426285919724712,0.00465887061472078,0.00499438501093445,0.00350257454197102,0.00370058366929418,0.00372384442605509,0.00541263759654564,0.00412175766907497,0.00421017578078542,0.00389162927893315,0.00372963738299767,0.00369690175781716,0.00463938208446183,0.0041391964838166,0.00357150360301687,0.00320224595880947,0.00382775119617225,0.00328982053607204,0.00321611442596589
"ASV018",0.00145586897179254,0.0015888778550149,0.00166380562524759,0.00125840049265041,0.00130321459600348,0.00146375285688606,0.00159464698893127,0.00186181216383947,0.00164650940007185,0.00153438835068295,0.00174370492966072,0.00133795536094387,0.00144498401042284,0.00104659736923479,0.00138809706764494,0.00113092230323155,0.000977890142390345,0.00142943123683419,0.000896114702681943,0.00111346877035232,0.00111859276643344,0.000890174696784244,0.00105442965899745,0.00124836020481571
"ASV019",0.0378785909268166,0.0422293942403178,0.0440776442625116,0.0348335966157059,0.0384176802780191,0.0437585064584885,0.00769182665249203,0.00679709202671553,0.00808286432762543,0.00800288826042482,0.00762501477716042,0.00787569178373776,0.00516404121757669,0.0061368663923313,0.00649431128076742,0.00502899492288072,0.00589119183342476,0.00591834687531347,0.00467259809255585,0.00508414042311813,0.00517623319369201,0.00456214532101925,0.00567283156540627,0.0057974694257543
"ASV020",0.00236578707916288,0.00265640516385303,0.00290505744090849,0.00289164368523923,0.00217202432667246,0.00313294471122981,0.0125383027953224,0.0125302913883799,0.01377080589151,0.0100186533485769,0.0115261851282658,0.012467311317886,0.00208456709700343,0.00202183582693085,0.00200778325855787,0.00192497413316009,0.00209888615927684,0.00135419801384291,0.00153619663316905,0.00201684909346835,0.00186432127738907,0.00189162123066652,0.00204559353845505,0.0016292158605222
"ASV021",0.00421162095411413,0.00506454816285998,0.00551960913772613,0.00538167019197301,0.004751303214596,0.00359518245550962,0.00494027890688512,0.00505349015899285,0.00523889354568315,0.00550574643480354,0.00564487528076605,0.00662896065194916,0.0288759919459908,0.0288290002616493,0.0291748258681804,0.0247118554344426,0.0247096143296682,0.0268582606078844,0.00704090123535813,0.00724805142965188,0.00686508893909153,0.0058528986313564,0.00613678061536515,0.00562820024544031
"ASV022",0.00938515533601976,0.00655412115193644,0.0079492935428496,0.00891590136282096,0.00980125977410947,0.00870547751726972,0.00787943218060159,0.0109344523908032,0.0101784217458987,0.0121547626210963,0.0116444024116326,0.0105211944292404,0.0120336373327016,0.0129159629885112,0.0151947054011848,0.0126326427488631,0.0159086030481551,0.0128648811315077,0.0574153491646931,0.0571230488035463,0.0441953808698704,0.0457104706798709,0.0561167464518442,0.0468240870043587
"ASV023",0.0175484206421422,0.0168073485600794,0.0133368546150799,0.015261452783207,0.0182993049522155,0.0200816620014894,0.0231692827215309,0.023139665464862,0.0182014130044306,0.0170587881340634,0.0198013949639437,0.018670558900444,0.0181452090489163,0.0179110867962227,0.0204992191953994,0.0155682283019322,0.0147876070312686,0.0170027083960277,0.0178796219249397,0.016575978486943,0.0165814927730134,0.0158673639701791,0.0147620152259643,0.0175616774575769
"ASV024",0.00049395554400104,0.000521350546176763,0.000475373035785026,0.000642587485608718,0.000651607298001738,0.000796076115148558,0.000625351760365205,0.000738814350729949,0.000957969105496348,0.000932667428846501,0.000738858021042676,0.000790609986012285,0.000450076986853014,0.000618443900002379,0.000446174057457304,0.000745927476599533,0.000381615665323062,0.000426321596950547,0.000533401608739252,0.000525221118090716,0.000679928936459544,0.00051185045065094,0.000421771863598979,0.000402014303245737
"ASV025",0.0263876251137398,0.0294687189672294,0.0277829129803248,0.0264264103456585,0.0286707211120765,0.0280167432782928,0.00525295478706773,0.00594006737986879,0.00610705304753922,0.00652867200192551,0.00526066910982386,0.00550386182570091,0.00469027596825773,0.00371066340001427,0.00488312718439382,0.00353713996968166,0.00410236840222291,0.00403751630053165,0.00337109816723207,0.00346645937939873,0.00418923957625074,0.00362746188939579,0.00345852928151163,0.00410477762261436
"ASV026",0.00119589236968673,0.00188679245283019,0.00121484220256173,0.00168679214972288,0.00100456125108601,0.00172055160370817,0.00819210806078419,0.00564454163957681,0.0088013411567477,0.00809314639870028,0.00800922094810261,0.00973058444322812,0.00104228354850172,0.00135581931923598,0.00128894727709888,0.00134748189321206,0.00147876070312686,0.00120373156786037,0.0010668032174785,0.000903380323116032,0.000833461276950409,0.0010904640035607,0.000991163879457601,0.00088866319664847
"ASV027",0.00405563499285064,0.00283018867924528,0.00303710550640433,0.00358778012798201,0.00355668983492615,0.00382630132764952,0.00462760302670252,0.00449199125243809,0.00383187642198539,0.00339972320837596,0.00475824565551484,0.00428753877029739,0.0218405779936042,0.0200518541423848,0.0194581463946657,0.0175172646117568,0.0212989243208434,0.0219681011134517,0.00488595873605155,0.00500010504422362,0.0052200995766894,0.00571937242683877,0.00497690799046796,0.00497228217172358
"ASV028",0.00790328870401664,0.00652929493545184,0.00874158193582464,0.00765750087017055,0.00689617723718506,0.00731876428443029,0.00925520605340504,0.00626514569418996,0.00862172194946713,0.00926650219628137,0.00759546045631871,0.0107036428875509,0.0114414307710529,0.0127494588615875,0.00979104181642416,0.011718280035612,0.0125694659765783,0.0149212558932691,0.0450190957775929,0.0401899199563016,0.0449191761893273,0.0380549682875264,0.0414390855985997,0.0399263679065634
"ASV029",0.00509554140127389,0.0038480635551142,0.00520269378053612,0.00417681865645667,0.00431689834926151,0.00439125857065818,0.0047214057907573,0.00499438501093445,0.00508921087294935,0.00487393946687526,0.00591086416834141,0.00516937298546494,0.00445339334359825,0.00568492661925263,0.00436259078402697,0.00406650785630068,0.00472249385837289,0.00368642792657237,0.004565917770808,0.00331939746633333,0.00449630425723247,0.00536330254812507,0.00430207300870959,0.00349117684397613
"ASV030",0.00155985961263486,0.00168818272095333,0.00163739601214842,0.00200808589252724,0.0019005212858384,0.00210574972394135,0.00237633668938778,0.00215733790413145,0.00212549395282002,0.00219628136470305,0.00153682468376877,0.0022501976524965,0.00201350230960559,0.00190290430769963,0.00228044518255955,0.00187684977983108,0.00166956853578839,0.00145450897783128,0.00179222940536389,0.00147061913065401,0.00135985787291909,0.00149104261711361,0.00164491026803602,0.0015445812703652
"ASV031",0.0108410243078123,0.0115690168818272,0.0117258682160306,0.0103349487268735,0.011375977410947,0.0110166662386688,0.00225126633731474,0.00260062651456942,0.00284397078194228,0.00210602322642758,0.00301454072585412,0.00252387033996229,0.00217932014686723,0.00173640018077591,0.00233002007783259,0.00211747154647609,0.00236124692918644,0.00258300732270037,0.00213360643495701,0.00203785793819198,0.0013159914899217,0.00149104261711361,0.00175035323393576,0.00126951885235496
"ASV032",0.00218380345768881,0.0025571002979146,0.00187508253004093,0.00163324319258882,0.00198197219808862,0.00261934721758558,0.0109123882183728,0.00907264022696377,0.0097892467967908,0.0133281184186774,0.0130925641328762,0.0129842486164325,0.00165817837261637,0.0017839727884684,0.00141288451528146,0.00166029018985057,0.00195578028478069,0.00170528638780219,0.00130149992532377,0.00153364566482489,0.00157918978790604,0.00211416490486258,0.00172926464075582,0.00124836020481571
"ASV033",0.00488756011958924,0.00538728897715988,0.00369734583388353,0.0049265040563335,0.00439834926151173,0.00454533781875144,0.0047214057907573,0.00443288610437969,0.00389174949107891,0.00577652084962994,0.00768412341884383,0.00459161953414827,0.029657704607367,0.0279489070193383,0.0251344719034281,0.0331095550903535,0.0285019200038162,0.0218677901494633,0.0062728029187736,0.00697493644824471,0.0074353519180576,0.0065872927562034,0.00563065437904637,0.00710930557318776
"ASV034",0.00673339399454049,0.00747269116186693,0.00549319952462696,0.00763072639160352,0.00798218940052129,0.0077810020287101,0.00756675630041899,0.00842248359832141,0.00583762423661837,0.00857452313616944,0.00727036292705994,0.00711548987411056,0.0124363377946228,0.0102043243500392,0.0135339464095382,0.0136913785221011,0.0110668542943688,0.0120373156786037,0.0377434978343895,0.0385512300678586,0.0426819906564604,0.0379882051852676,0.044222779898353,0.0445389530701198
"ASV035",0.0069933705966463,0.00926017874875869,0.00734187244156873,0.00720233473453104,0.00890529973935708,0.00885955676536299,0.00984929022575198,0.0109344523908032,0.0103281044186325,0.0107708045008725,0.0101962406903889,0.0102171136653895,0.00911998104939003,0.00842035156157085,0.0102867907691545,0.0068095959960538,0.0090872230305054,0.00724746714815929,0.00699822910665899,0.00882371478392403,0.00899260851446494,0.00818960721041504,0.00601024905628546,0.0074266852862765
"ASV036",0.000883920447159756,0.000670307845084409,0.000396144196487521,0.000669361964175748,0.000515855777584709,0.000564957243008654,0.000812957288474767,0.000738814350729949,0.000778349898215783,0.000722065106203743,0.00050242345430902,0.000668977680471933,0.000568518299182755,0.000547084988463643,0.000545323848003371,0.000529367886619024,0.000405466644405753,0.000702176747918548,0.000512065544389682,0.000399168049748944,0.000614129361963459,0.00040057861355291,0.00040068327041903,0.000423172950784986
"ASV037",0.0257116859482647,0.0193147964250248,0.0203882213125578,0.0229189536533776,0.0206613814074718,0.0263989111733135,0.00575323619535989,0.00508304273302205,0.00484971859657526,0.00457307900595704,0.00384206170942192,0.00395304993006142,0.00326898022030084,0.00259270711924074,0.00302406861165506,0.00332058037970115,0.00338683902974217,0.00413782726452001,0.00232563101410314,0.00289922057186075,0.00386024170377032,0.00320462890842328,0.00360614943377127,0.00247556176209217
"ASV038",0.00803327700506954,0.00764647467725919,0.010062062590783,0.00904977375565611,0.00743918331885317,0.00708764541229039,0.0348008254643237,0.03942313375495,0.0431385462818824,0.038329622720982,0.0393959096819955,0.045672930730402,0.00509297643017885,0.00594657596156133,0.00555238827057978,0.00584710892947376,0.00558112910534977,0.00774902196810111,0.0056327209882865,0.00464295468392193,0.00443050468273638,0.00567486369199955,0.00533541407452709,0.00647454614701028
"ASV039",0.00636942675159236,0.0086395233366435,0.00887363000132048,0.0073362071273662,0.00860664639443962,0.00680516679078606,0.00806703770871115,0.00895442993084698,0.00679559334211472,0.0103195138094952,0.00783189502305237,0.00936568752660707,0.0362193533104347,0.0471444542232582,0.0362392484445877,0.0486296590389567,0.048679848307773,0.0433594141839703,0.00989993385820052,0.0125212714552827,0.0121290548987783,0.00941359741849338,0.0120204981125709,0.0119546358596758
"ASV040",0.00844923956843884,0.00784508440913605,0.00913772613231216,0.00875525449141878,0.00963835794960904,0.00803780077553222,0.00837971358889375,0.00927950824516815,0.0102083582804455,0.00773211384559841,0.0109055443905899,0.00741957063796144,0.0135023096055904,0.0138436288385148,0.0124928736088045,0.0156644770085902,0.0102082190473919,0.014043534958371,0.0512278905033178,0.0527952267904788,0.0507534051279802,0.0473350395015022,0.0523418882726333,0.0462739621683382
"ASV041",0.0151306382425582,0.0141261171797418,0.0139442757163608,0.0131730434549787,0.0144168114682884,0.0149200071903649,0.0181664686386092,0.0148353921626574,0.0178122380553227,0.0202178229737048,0.0181759073176498,0.0143526120537615,0.0152552410280706,0.0147950809923646,0.017698237612473,0.0141485598787266,0.0143821403868629,0.0149463336342662,0.0125456058375472,0.0135507048467405,0.0135108459631961,0.0121286302436853,0.0141715346169257,0.0110871313105666
"ASV042",0.00304172624463798,0.00228401191658391,0.00301069589330516,0.00348068221371389,0.00342093831450912,0.00338974345805192,0.0029078856856982,0.00413736036408771,0.00248473236738115,0.00309886274745773,0.00328052961342948,0.0032536641732044,0.0025583323463224,0.00266406603077948,0.00230523263019607,0.00211747154647609,0.00310062728074987,0.00290901795566255,0.00192024579146131,0.00243702598794092,0.00236878468185906,0.00249248915099588,0.00219321369071469,0.00220049934408193
"ASV043",0.0391264786169245,0.026390268123138,0.030952066552225,0.0314867867948272,0.0391235881841877,0.0306874502452428,0.00797323494465637,0.00700396004491991,0.00796311818943839,0.0078524580299657,0.00729991724790164,0.00574712643678161,0.00414544593154092,0.00530434575771271,0.0055771757182163,0.00584710892947376,0.00484174875378634,0.00707192296117966,0.00507798331519768,0.0044748839261329,0.00614129361963459,0.00440636474908201,0.00413336426327,0.00440099868816385
"ASV044",0.00525152736253737,0.00431976166832175,0.00512346494123861,0.00586361080617955,0.00456125108601216,0.00423717932256491,0.0282033643924708,0.0207754595425262,0.0197581128008622,0.0279198507732114,0.0242640974110415,0.0236878915039835,0.00326898022030084,0.00378202231155301,0.00359417990729495,0.00300777208306263,0.00407851742314022,0.00363627244457819,0.00300838507328938,0.00352948591356961,0.00416730638475205,0.00273728719261155,0.00347961787469158,0.00349117684397613
"ASV045",0.00772130508254257,0.00782025819265144,0.00652317443549452,0.00926396958419235,0.00847089487402259,0.00770396240466347,0.00784816459258333,0.00886577220875938,0.00871153155310741,0.00980805102593417,0.00830476415651968,0.00900079060998601,0.0493663389790359,0.0421255441117005,0.0397838534566096,0.0440578454727015,0.0357526176449543,0.040525629451299,0.00923851586336384,0.00953801550452741,0.0113833263878227,0.0115945254256148,0.0115987262489719,0.0107062756548601
"ASV046",0.00262576368126869,0.00253227408142999,0.00308992473260267,0.00275777129240408,0.00247067767158992,0.00290182583908991,0.00262647739353386,0.00336899343932857,0.00251466890192791,0.00324929297791684,0.00268944319659534,0.00304080763850879,0.00421651071893877,0.00428153469232416,0.00525493889894158,0.00421088091628769,0.00398311350680945,0.0055672585013542,0.0150632614307965,0.0134036429336751,0.0140591757506635,0.0179147657727829,0.0126742445011493,0.0173289323346452
"ASV047",0.0194722474977252,0.0158639523336644,0.015079889079625,0.0191705266539934,0.0186251086012163,0.0185151896458745,0.0202301294478144,0.0231692180388912,0.024039037241049,0.022564534568867,0.023407022106632,0.0186401508240589,0.0203245291957835,0.0195523417616137,0.0177230250601096,0.0219206429413605,0.0164810265461397,0.0179556625539171,0.0161727367769741,0.0177104561020189,0.0185993463908933,0.0149326805385557,0.0194647715050929,0.0132241547120308
"ASV048",0.00181983621474067,0.00148957298907646,0.00198072098243761,0.00147259632118664,0.00154756733275413,0.00136103335815721,0.00206366080920518,0.00242331107039423,0.00215543048736678,0.00249714182562128,0.00242345430901998,0.00252387033996229,0.00172924316001421,0.00137960562308223,0.00153682175346405,0.00178060107317308,0.00171727049395378,0.00185575283378473,0.00162154089056733,0.00155465450954852,0.00149145702191126,0.00158006008679203,0.00143402433623653,0.00116372561465871
"ASV049",0.0598726114649682,0.0561072492552135,0.0464016902152383,0.0595999892902086,0.0529159426585578,0.0550576513186616,0.0115064723907198,0.0137123943495478,0.0122141060950784,0.0110716649617907,0.00998936044449699,0.00951772790853251,0.00855146275020727,0.00872957351157204,0.00986540415933371,0.0090714406025169,0.00751305841104777,0.00872705386698766,0.00672086027011457,0.00918086514422572,0.00750115149255368,0.00816735284299544,0.00782386806976107,0.00816723795015023
"ASV050",0.0089171974522293,0.0073733862959285,0.00781724547735376,0.00891590136282096,0.00646177237185056,0.00585501142754423,0.0376149083859671,0.0394526863289793,0.0443958807328464,0.0362837715867381,0.0420557985577491,0.0324758255792739,0.00691697264005685,0.00734996788848981,0.00582505019458146,0.0066652229360668,0.0060581486870036,0.00551710301936002,0.00486462267170198,0.00531523771507805,0.00484723532121159,0.0040057861355291,0.00529323688816719,0.00471837840125259
"ASV051",0.00135187833095021,0.00139026812313803,0.00150534794665258,0.000990655706980107,0.00152041702867072,0.00112991448601731,0.00156337940091301,0.00195046988592706,0.00125733445096396,0.0015945604428666,0.00183236789218584,0.00197652496503071,0.0076276205140353,0.00656501986156371,0.00669261086185955,0.00786833176929185,0.00736995253655163,0.00699668973818838,0.00168554908361604,0.00220592869598101,0.00256618340534731,0.00193612996550573,0.00221430228389464,0.00196775422115018
"ASV052",0.00922916937475627,0.0086395233366435,0.00956027994189885,0.00821976492007818,0.00871524761077324,0.00860275801854087,0.0097554874616972,0.00756545895147467,0.00844210274218656,0.00809314639870028,0.0083934271190448,0.00887915830444566,0.0108018476844723,0.0132013986346662,0.0118731874178916,0.0125363940422051,0.0122594032485034,0.0119871601966095,0.0394717190467046,0.0385512300678586,0.0453797732107999,0.0514743518415489,0.0425356924439571,0.0525580804874952
"ASV053",0.0142987131158196,0.0145233366434955,0.0174567542585501,0.0147259632118664,0.0168060382276281,0.0164094399219332,0.0187605528109562,0.014776287014599,0.0167943958807328,0.0176605090558999,0.0196831776805769,0.0197956577266922,0.0161080184768447,0.0171499250731429,0.0160870535160994,0.0142929329387136,0.0153123285710878,0.0157738990871702,0.0144658516290085,0.0152944389588017,0.013159914899217,0.0163569600534105,0.0120204981125709,0.015699716474123
"ASV054",0.00267775900168985,0.00258192651439921,0.0030635151195035,0.00227583067819754,0.00257927888792354,0.00195167047584808,0.00278281533362516,0.00277794195874461,0.00365225721470483,0.00213610927251941,0.00313275800922095,0.00419631454114213,0.00296103280824352,0.00280678385385695,0.00304885605929157,0.00291152337640463,0.00200348224294607,0.00213160798475273,0.0020695982419083,0.00184877833567932,0.00236878468185906,0.00231445421163903,0.0021088593179949,0.00224281663916043
"ASV055",0.0367606915377616,0.0413853028798411,0.030635151195035,0.0332539023802511,0.0327432667245873,0.0375182969107111,0.00825464323682071,0.00809740528400024,0.00817267393126572,0.00809314639870028,0.00750679749379359,0.00681140911025969,0.00649058391566979,0.00618443900002379,0.00604813722331012,0.00560648716282875,0.00651131728957474,0.00636974621326111,0.00595276195353005,0.00529422887035442,0.00513236681069462,0.00540781128296428,0.00676943841076362,0.00611484913884305
"ASV056",0.00210581047705706,0.0019364448857994,0.00163739601214842,0.00200808589252724,0.00181907037358818,0.0022341490973524,0.00844224876493027,0.0101956380400733,0.0117051850077835,0.00968770684156688,0.00821610119399456,0.00942650367937724,0.00215563188440128,0.00156989605385219,0.00136330962000843,0.00161216583652157,0.00174112147303647,0.00157989768281673,0.00119481960357592,0.00121851299397046,0.00118439234092953,0.00175809502614888,0.00120204981125709,0.0016292158605222
"ASV057",0.00701936825685688,0.00724925521350546,0.00507064571504027,0.00629200246325203,0.006624674196351,0.00641996867055289,0.00856731911700331,0.0071812754890951,0.00850197581128009,0.00746133943077201,0.00691571107695945,0.00617283950617284,0.0327371787279403,0.0338479103732071,0.0392137421609697,0.0297167881806588,0.0364442960383524,0.0302437556424917,0.00960122895730654,0.00796235215025526,0.00853201149299235,0.0110381662401246,0.00725447605390244,0.00820955524522872
"ASV058",0.00631743143117119,0.00846573982125124,0.00805493199524627,0.00650619829178827,0.00787358818418766,0.00970699262987597,0.00966168469764242,0.00818606300608783,0.0089510238294815,0.0104699440399543,0.00892540489419553,0.00799732408927811,0.012341584744759,0.0117504341000452,0.0148972560295466,0.010322673789071,0.0109475993989553,0.0139432239943826,0.0473020546629969,0.0490766612743965,0.047024762573202,0.042884166017581,0.0488622703979418,0.0480724472091744
"ASV059",0.0126088652021318,0.012909632571996,0.015713719794005,0.0146724142547324,0.0105886185925282,0.0100665108754269,0.0173847789381527,0.0146580767184822,0.0176625553825889,0.0191948974065828,0.0139791937581274,0.0188834154351396,0.012791661731612,0.0129397492923575,0.0122202116848028,0.0135470054621141,0.0155985403200801,0.0157738990871702,0.0136124090550257,0.0117859618899557,0.0155067663895773,0.0116612885278736,0.0136654083806069,0.0118700012695189
"ASV060",0.00254777070063694,0.00203574975173784,0.00232404595272679,0.00168679214972288,0.00233492615117289,0.00205438997457692,0.00284535050966168,0.00224599562621904,0.00266435157466172,0.00243696973343763,0.00233479134649486,0.00261509456911756,0.00175293142248016,0.00211698104231583,0.00195820836328483,0.00187684977983108,0.00243279986643452,0.00170528638780219,0.00187757366276217,0.00168070757789029,0.00195205404338385,0.00191387559808612,0.00153946730213627,0.00215818204900343
"ASV061",0.0112569868711816,0.0117676266137041,0.0112769047933448,0.0109775362124823,0.0108329713292789,0.0103746693716135,0.00237633668938778,0.00265973166262781,0.00245479583283439,0.00234671159516216,0.00227568270481144,0.00203734111780089,0.00222669667179912,0.0015223234461597,0.00215650794437697,0.00182872542650208,0.00133565482863072,0.00170528638780219,0.0012801638609742,0.0013235572175886,0.00171078893689821,0.00129075331033715,0.00126531559079694,0.0014599466802082
"ASV062",0.00675939165475107,0.00710029791459782,0.0074475108939654,0.0073362071273662,0.008498045178106,0.0075498831565702,0.0336126571196298,0.0399550800874756,0.0342773320560412,0.0418496901137253,0.0398096701737794,0.0398345800644651,0.00639583086580599,0.00582764444233011,0.00508142676548596,0.0066652229360668,0.00705988980847664,0.00591834687531347,0.006699524205765,0.00571440576482699,0.00625095957712807,0.00531879381328586,0.00478711065184842,0.00457026786847785
