"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","taxon","change","comparison","gene","negative_log10_pvalue","negative_log10_pvalue_for_plot"
303.269786469546,-0.0462461970854524,0.0631630599781115,-0.732171574674795,0.464063851719593,0.551075823917017,"Nocardioides","Stable","Tailing vs Control","Nocardioides",0.333422259657101,0.333422259657101
1983.14502643149,1.93860873611411,0.0717244553942332,27.0285598609087,6.82523157388541e-161,1.8525628557689e-160,"Paenibacillus","Up","Tailing vs Control","Paenibacillus",160.165882608821,80
556.601753400044,-0.072804522905345,0.0563416058020702,-1.29219822312324,0.196288506896258,0.339043784638991,"Pedobacter","Stable","Tailing vs Control","Pedobacter",0.7071051285083,0.7071051285083
1109.34609628203,0.21624984964753,0.0480408638450538,4.5013730466005,6.75158874212639e-06,1.71040248133868e-05,"Pseudomonas","Stable","Tailing vs Control","Pseudomonas",5.17059401965029,5.17059401965029
285.226616322314,-0.062233136144059,0.0825331220827217,-0.754038313026419,0.450826216409295,0.551075823917017,"Pyrinomonas","Stable","Tailing vs Control","Pyrinomonas",0.345990836834366,0.345990836834366
202.970174113887,-0.0700201664745367,0.0682002025283336,-1.02668560911453,0.304568527790768,0.428652002075895,"Segetibacter","Stable","Tailing vs Control","Segetibacter",0.516314975960489,0.516314975960489
3349.09428135779,-2.47642599022293,0.0636311121401885,-38.918477250044,0,0,"Solirubrobacter","Down","Tailing vs Control","Solirubrobacter",307.652655568589,80
3036.61842751716,2.11685966681325,0.0434093719295021,48.7650378874655,0,0,"Sphingomonas","Up","Tailing vs Control","Sphingomonas",307.652655568589,80
719.830722657792,-0.0643028249461333,0.0578762100618387,-1.11104070009816,0.266550830828737,0.396543209009067,"Streptomyces","Stable","Tailing vs Control","Streptomyces",0.574219959457631,0.574219959457631
638.983906829244,0.0525160666693287,0.0548738470083401,0.957032712894121,0.338550743825055,0.459461723762574,"Terriglobus","Stable","Tailing vs Control","Terriglobus",0.47037622768324,0.47037622768324
1782.54972985245,-0.0106268850327347,0.0404970900654526,-0.262411077328252,0.793004533364705,0.814437088320508,"Terrimonas","Stable","Tailing vs Control","Terrimonas",0.100724329946396,0.100724329946396
1026.12122990264,0.0290025777831129,0.0508403148282729,0.570464165713314,0.56836291998943,0.654478513927222,"Thermomicrobium","Stable","Tailing vs Control","Thermomicrobium",0.245374263202818,0.245374263202818
3019.01450607732,-2.49497110439838,0.0431004883141438,-57.8873048076263,0,0,"Vicinamibacter","Down","Tailing vs Control","Vicinamibacter",307.652655568589,80
