"sample_id","comparison_sample_id","group","bray_curtis"
"M05","T06","Mining",0.451411244764571
"M05","M01","Mining",0.0651964658696118
"M05","M02","Mining",0.0660286982108202
"M05","M03","Mining",0.0698003459913977
"M05","M04","Mining",0.0661147463826345
"M05","M06","Mining",0.064651284309522
"M05","S01","Mining",0.398038589747858
"M05","S02","Mining",0.395153666388843
"M05","S03","Mining",0.389020651336874
"M05","S04","Mining",0.393430886350428
"M05","S05","Mining",0.400315816426571
"M05","S06","Mining",0.393324845341735
"M06","C01","Mining",0.471288827437711
"M06","C02","Mining",0.480696627384512
"M06","C03","Mining",0.483475671598481
"M06","C04","Mining",0.483083253865888
"M06","C05","Mining",0.48676091406948
"M06","C06","Mining",0.482798733898436
"M06","T01","Mining",0.466556885720526
"M06","T02","Mining",0.451666427828759
"M06","T03","Mining",0.46942012688184
"M06","T04","Mining",0.464974911911764
"M06","T05","Mining",0.461600071982853
"M06","T06","Mining",0.462973719613551
"M06","M01","Mining",0.0585986319134161
"M06","M02","Mining",0.0627772772974428
"M06","M03","Mining",0.0591877312992831
"M06","M04","Mining",0.0576106645764505
"M06","M05","Mining",0.064651284309522
"M06","S01","Mining",0.407245158761857
"M06","S02","Mining",0.403515309995289
"M06","S03","Mining",0.39828316529989
"M06","S04","Mining",0.402820506078805
"M06","S05","Mining",0.409785479598451
"M06","S06","Mining",0.402767418064292
"S01","C01","Smelting",0.490956981464723
"S01","C02","Smelting",0.498662947781902
"S01","C03","Smelting",0.50402618401762
"S01","C04","Smelting",0.506055995848056
"S01","C05","Smelting",0.506242104060596
"S01","C06","Smelting",0.500735822545443
"S01","T01","Smelting",0.483604658510346
"S01","T02","Smelting",0.473143697693509
"S01","T03","Smelting",0.483145044295603
"S01","T04","Smelting",0.479676681374705
"S01","T05","Smelting",0.480828558465221
"S01","T06","Smelting",0.482457883377338
"S01","M01","Smelting",0.399928120246191
"S01","M02","Smelting",0.407547221848393
"S01","M03","Smelting",0.411807613072311
"S01","M04","Smelting",0.40632382348928
"S01","M05","Smelting",0.398038589747858
"S01","M06","Smelting",0.407245158761857
"S01","S02","Smelting",0.0628735761083255
"S01","S03","Smelting",0.0600758538568649
"S01","S04","Smelting",0.0539385227650785
"S01","S05","Smelting",0.0512423507298275
"S01","S06","Smelting",0.0642841316492143
"S02","C01","Smelting",0.484314130931737
"S02","C02","Smelting",0.491364941070017
"S02","C03","Smelting",0.494616555178214
"S02","C04","Smelting",0.496766149246305
"S02","C05","Smelting",0.500790752688563
"S02","C06","Smelting",0.493914842943313
"S02","T01","Smelting",0.474949778667987
"S02","T02","Smelting",0.46408277926721
"S02","T03","Smelting",0.475728008108041
"S02","T04","Smelting",0.471310600305582
"S02","T05","Smelting",0.471920060799149
"S02","T06","Smelting",0.472241978182312
"S02","M01","Smelting",0.39541708574599
"S02","M02","Smelting",0.403225954061471
"S02","M03","Smelting",0.405688860765596
"S02","M04","Smelting",0.40061400174108
"S02","M05","Smelting",0.395153666388843
"S02","M06","Smelting",0.403515309995289
"S02","S01","Smelting",0.0628735761083255
"S02","S03","Smelting",0.0724566774524688
"S02","S04","Smelting",0.0562739025384584
"S02","S05","Smelting",0.0650985959617094
"S02","S06","Smelting",0.0648232502468516
"S03","C01","Smelting",0.480229616327215
"S03","C02","Smelting",0.487190641666838
"S03","C03","Smelting",0.491733202318457
"S03","C04","Smelting",0.493997159410277
"S03","C05","Smelting",0.494512181405965
"S03","C06","Smelting",0.489110367423422
"S03","T01","Smelting",0.468759715819418
"S03","T02","Smelting",0.460419540179647
"S03","T03","Smelting",0.471990122407866
"S03","T04","Smelting",0.462751577863029
"S03","T05","Smelting",0.465944645667264
"S03","T06","Smelting",0.467698479167631
"S03","M01","Smelting",0.39176252420776
"S03","M02","Smelting",0.395988868541963
"S03","M03","Smelting",0.40187982253451
"S03","M04","Smelting",0.397812460249779
"S03","M05","Smelting",0.389020651336874
"S03","M06","Smelting",0.39828316529989
"S03","S01","Smelting",0.0600758538568649
"S03","S02","Smelting",0.0724566774524688
"S03","S04","Smelting",0.0665071158947913
"S03","S05","Smelting",0.0600012200682076
"S03","S06","Smelting",0.070351861357501
"S04","C01","Smelting",0.483645258578679
"S04","C02","Smelting",0.491125050447301
"S04","C03","Smelting",0.496011671016589
"S04","C04","Smelting",0.496865754439113
"S04","C05","Smelting",0.500733399000643
"S04","C06","Smelting",0.493195516910363
"S04","T01","Smelting",0.473524022359736
"S04","T02","Smelting",0.465923250827439
"S04","T03","Smelting",0.477978651927564
"S04","T04","Smelting",0.468327263792813
"S04","T05","Smelting",0.472114587322828
"S04","T06","Smelting",0.473283370775053
"S04","M01","Smelting",0.391344330321052
"S04","M02","Smelting",0.3971797291175
"S04","M03","Smelting",0.408203843313693
"S04","M04","Smelting",0.403442009018704
"S04","M05","Smelting",0.393430886350428
"S04","M06","Smelting",0.402820506078805
"S04","S01","Smelting",0.0539385227650785
"S04","S02","Smelting",0.0562739025384584
"S04","S03","Smelting",0.0665071158947913
"S04","S05","Smelting",0.0568468415855521
"S04","S06","Smelting",0.065073830910033
"S05","C01","Smelting",0.490920644755439
"S05","C02","Smelting",0.497794893215965
"S05","C03","Smelting",0.50005576812608
"S05","C04","Smelting",0.501207531363093
"S05","C05","Smelting",0.503841458169047
"S05","C06","Smelting",0.498029619467723
"S05","T01","Smelting",0.48381157729082
"S05","T02","Smelting",0.473212814610156
"S05","T03","Smelting",0.483019943892406
"S05","T04","Smelting",0.481374451346205
"S05","T05","Smelting",0.482281651094288
"S05","T06","Smelting",0.479096330399094
"S05","M01","Smelting",0.4018784391013
"S05","M02","Smelting",0.405061649445423
"S05","M03","Smelting",0.408580523955125
"S05","M04","Smelting",0.407488132522586
"S05","M05","Smelting",0.400315816426571
"S05","M06","Smelting",0.409785479598451
"S05","S01","Smelting",0.0512423507298275
"S05","S02","Smelting",0.0650985959617094
"S05","S03","Smelting",0.0600012200682076
"S05","S04","Smelting",0.0568468415855521
"S05","S06","Smelting",0.0710115929564653
"S06","C01","Smelting",0.479916999390238
"S06","C02","Smelting",0.48562398897971
"S06","C03","Smelting",0.491674120488323
"S06","C04","Smelting",0.492775296757561
"S06","C05","Smelting",0.494847456846224
"S06","C06","Smelting",0.489387985645134
"S06","T01","Smelting",0.470676449849466
"S06","T02","Smelting",0.460408712467032
"S06","T03","Smelting",0.47211855158535
"S06","T04","Smelting",0.465697699266314
"S06","T05","Smelting",0.470577028818315
"S06","T06","Smelting",0.471113491031362
"S06","M01","Smelting",0.392551658935526
"S06","M02","Smelting",0.398327107343691
"S06","M03","Smelting",0.403348935469784
"S06","M04","Smelting",0.398841248429957
"S06","M05","Smelting",0.393324845341735
"S06","M06","Smelting",0.402767418064292
"S06","S01","Smelting",0.0642841316492143
"S06","S02","Smelting",0.0648232502468516
"S06","S03","Smelting",0.070351861357501
"S06","S04","Smelting",0.065073830910033
"S06","S05","Smelting",0.0710115929564653
