"sample_id","function_name","z_score","abs_z_score","overall_mean_abundance","group"
"C04","Nitrification",1.42459561335565,1.42459561335565,0.161754476158624,"Control"
"C04","Sulfate assimilation",-1.35664461544377,1.35664461544377,0.161328520981187,"Control"
"C04","Dissimilatory sulfite reduction",-1.41678496653148,1.41678496653148,0.158276544847725,"Control"
"C04","Aerobic chemoheterotrophy",1.41619418772358,1.41619418772358,0.125803719455235,"Control"
"C04","Organic carbon degradation",1.5040932920325,1.5040932920325,0.119094814612975,"Control"
"C04","Denitrification",-1.04884590605927,1.04884590605927,0.105967071236539,"Control"
"C05","Thiosulfate oxidation",-0.85196436962702,0.85196436962702,0.167774852707715,"Control"
"C05","Nitrification",1.46604891966258,1.46604891966258,0.161754476158624,"Control"
"C05","Sulfate assimilation",-1.21735871767602,1.21735871767602,0.161328520981187,"Control"
"C05","Dissimilatory sulfite reduction",-1.47234548716014,1.47234548716014,0.158276544847725,"Control"
"C05","Aerobic chemoheterotrophy",1.14852586362346,1.14852586362346,0.125803719455235,"Control"
"C05","Organic carbon degradation",1.637923724254,1.637923724254,0.119094814612975,"Control"
"C05","Denitrification",-0.840338842872552,0.840338842872552,0.105967071236539,"Control"
"C06","Thiosulfate oxidation",-0.936769911486387,0.936769911486387,0.167774852707715,"Control"
"C06","Nitrification",1.51868346479144,1.51868346479144,0.161754476158624,"Control"
"C06","Sulfate assimilation",-1.54658065400979,1.54658065400979,0.161328520981187,"Control"
"C06","Dissimilatory sulfite reduction",-1.39897741422766,1.39897741422766,0.158276544847725,"Control"
"C06","Aerobic chemoheterotrophy",1.63841292004869,1.63841292004869,0.125803719455235,"Control"
"C06","Organic carbon degradation",1.20508644162869,1.20508644162869,0.119094814612975,"Control"
"C06","Denitrification",-0.709803303573593,0.709803303573593,0.105967071236539,"Control"
"M01","Thiosulfate oxidation",0.227233438965015,0.227233438965015,0.167774852707715,"Mining"
"M01","Nitrification",-0.757312314273229,0.757312314273229,0.161754476158624,"Mining"
"M01","Sulfate assimilation",1.2648617696619,1.2648617696619,0.161328520981187,"Mining"
"M01","Dissimilatory sulfite reduction",0.674180479416892,0.674180479416892,0.158276544847725,"Mining"
"M01","Aerobic chemoheterotrophy",-0.830420242053226,0.830420242053226,0.125803719455235,"Mining"
"M01","Organic carbon degradation",-0.828535488393644,0.828535488393644,0.119094814612975,"Mining"
"M01","Denitrification",0.729778052205999,0.729778052205999,0.105967071236539,"Mining"
"M02","Thiosulfate oxidation",0.336339400383,0.336339400383,0.167774852707715,"Mining"
"M02","Nitrification",-0.827693922537971,0.827693922537971,0.161754476158624,"Mining"
"M02","Sulfate assimilation",0.764977691948967,0.764977691948967,0.161328520981187,"Mining"
"M02","Dissimilatory sulfite reduction",0.875308550747276,0.875308550747276,0.158276544847725,"Mining"
"M02","Aerobic chemoheterotrophy",-0.846531177514335,0.846531177514335,0.125803719455235,"Mining"
"M02","Organic carbon degradation",-0.855881363720963,0.855881363720963,0.119094814612975,"Mining"
"M02","Denitrification",0.827718959079887,0.827718959079887,0.105967071236539,"Mining"
"M03","Thiosulfate oxidation",0.376509612683455,0.376509612683455,0.167774852707715,"Mining"
"M03","Nitrification",-0.686625801004715,0.686625801004715,0.161754476158624,"Mining"
"M03","Sulfate assimilation",0.483278573776265,0.483278573776265,0.161328520981187,"Mining"
"M03","Dissimilatory sulfite reduction",0.39701471328399,0.39701471328399,0.158276544847725,"Mining"
"M03","Aerobic chemoheterotrophy",-0.678929120772184,0.678929120772184,0.125803719455235,"Mining"
"M03","Organic carbon degradation",-0.572709317154934,0.572709317154934,0.119094814612975,"Mining"
"M03","Denitrification",1.00025201916961,1.00025201916961,0.105967071236539,"Mining"
"M04","Thiosulfate oxidation",0.0581269787304716,0.0581269787304716,0.167774852707715,"Mining"
"M04","Nitrification",-0.744597920339943,0.744597920339943,0.161754476158624,"Mining"
"M04","Sulfate assimilation",1.19420519008424,1.19420519008424,0.161328520981187,"Mining"
"M04","Dissimilatory sulfite reduction",0.82851343943673,0.82851343943673,0.158276544847725,"Mining"
"M04","Aerobic chemoheterotrophy",-0.663696116944762,0.663696116944762,0.125803719455235,"Mining"
"M04","Organic carbon degradation",-0.913544414042506,0.913544414042506,0.119094814612975,"Mining"
"M04","Denitrification",0.735077030060609,0.735077030060609,0.105967071236539,"Mining"
"M05","Thiosulfate oxidation",0.111371799919954,0.111371799919954,0.167774852707715,"Mining"
"M05","Nitrification",-0.752301068421962,0.752301068421962,0.161754476158624,"Mining"
"M05","Sulfate assimilation",0.668597306281117,0.668597306281117,0.161328520981187,"Mining"
"M05","Dissimilatory sulfite reduction",1.05242947131704,1.05242947131704,0.158276544847725,"Mining"
"M05","Aerobic chemoheterotrophy",-0.848482785066924,0.848482785066924,0.125803719455235,"Mining"
"M05","Organic carbon degradation",-0.8183767774001,0.8183767774001,0.119094814612975,"Mining"
"M05","Denitrification",0.908382304729151,0.908382304729151,0.105967071236539,"Mining"
"M06","Thiosulfate oxidation",0.301639506673891,0.301639506673891,0.167774852707715,"Mining"
"M06","Nitrification",-0.726040202887941,0.726040202887941,0.161754476158624,"Mining"
"M06","Sulfate assimilation",0.579166003016249,0.579166003016249,0.161328520981187,"Mining"
"M06","Dissimilatory sulfite reduction",0.640145142929609,0.640145142929609,0.158276544847725,"Mining"
"M06","Aerobic chemoheterotrophy",-0.645740296066184,0.645740296066184,0.125803719455235,"Mining"
"M06","Organic carbon degradation",-0.730529767235276,0.730529767235276,0.119094814612975,"Mining"
"M06","Denitrification",0.863349162514409,0.863349162514409,0.105967071236539,"Mining"
"S01","Thiosulfate oxidation",1.75314660174572,1.75314660174572,0.167774852707715,"Smelting"
"S01","Nitrification",-0.758480008670766,0.758480008670766,0.161754476158624,"Smelting"
"S01","Sulfate assimilation",-0.132702984999684,0.132702984999684,0.161328520981187,"Smelting"
"S01","Dissimilatory sulfite reduction",1.1047277577702,1.1047277577702,0.158276544847725,"Smelting"
"S01","Aerobic chemoheterotrophy",-1.06533515405815,1.06533515405815,0.125803719455235,"Smelting"
"S01","Organic carbon degradation",-1.02061543189125,1.02061543189125,0.119094814612975,"Smelting"
"S01","Denitrification",-1.32672373536029,1.32672373536029,0.105967071236539,"Smelting"
"S02","Thiosulfate oxidation",1.24398257510405,1.24398257510405,0.167774852707715,"Smelting"
"S02","Nitrification",-1.0738610574448,1.0738610574448,0.161754476158624,"Smelting"
"S02","Sulfate assimilation",1.37611257541756,1.37611257541756,0.161328520981187,"Smelting"
"S02","Dissimilatory sulfite reduction",0.815381206538592,0.815381206538592,0.158276544847725,"Smelting"
"S02","Aerobic chemoheterotrophy",-0.950846622848304,0.950846622848304,0.125803719455235,"Smelting"
"S02","Organic carbon degradation",-0.970931885563216,0.970931885563216,0.119094814612975,"Smelting"
"S02","Denitrification",-0.869531129338096,0.869531129338096,0.105967071236539,"Smelting"
"S03","Thiosulfate oxidation",1.52096138959073,1.52096138959073,0.167774852707715,"Smelting"
"S03","Nitrification",-1.14376710948184,1.14376710948184,0.161754476158624,"Smelting"
"S03","Sulfate assimilation",0.527253875115775,0.527253875115775,0.161328520981187,"Smelting"
"S03","Dissimilatory sulfite reduction",1.39991907416107,1.39991907416107,0.158276544847725,"Smelting"
"S03","Aerobic chemoheterotrophy",-1.02892115820877,1.02892115820877,0.125803719455235,"Smelting"
"S03","Organic carbon degradation",-1.18117254379747,1.18117254379747,0.119094814612975,"Smelting"
"S03","Denitrification",-1.13859666605108,1.13859666605108,0.105967071236539,"Smelting"
"S04","Thiosulfate oxidation",1.28931187929901,1.28931187929901,0.167774852707715,"Smelting"
"S04","Nitrification",-1.04181213322919,1.04181213322919,0.161754476158624,"Smelting"
"S04","Sulfate assimilation",1.12490931009074,1.12490931009074,0.161328520981187,"Smelting"
"S04","Dissimilatory sulfite reduction",0.786598655858186,0.786598655858186,0.158276544847725,"Smelting"
"S04","Aerobic chemoheterotrophy",-1.09621262382714,1.09621262382714,0.125803719455235,"Smelting"
"S04","Organic carbon degradation",-0.797063593417772,0.797063593417772,0.119094814612975,"Smelting"
"S04","Denitrification",-0.738035111580321,0.738035111580321,0.105967071236539,"Smelting"
"S05","Thiosulfate oxidation",1.63248574253839,1.63248574253839,0.167774852707715,"Smelting"
"S05","Nitrification",-0.971909237892317,0.971909237892317,0.161754476158624,"Smelting"
"S05","Sulfate assimilation",0.760518026257517,0.760518026257517,0.161328520981187,"Smelting"
"S05","Dissimilatory sulfite reduction",1.07746428516129,1.07746428516129,0.158276544847725,"Smelting"
"S05","Aerobic chemoheterotrophy",-1.18865557267716,1.18865557267716,0.125803719455235,"Smelting"
"S05","Organic carbon degradation",-0.900598010743818,0.900598010743818,0.119094814612975,"Smelting"
"S05","Denitrification",-1.48946920052774,1.48946920052774,0.105967071236539,"Smelting"
"S06","Thiosulfate oxidation",1.51923254256204,1.51923254256204,0.167774852707715,"Smelting"
"S06","Nitrification",-1.06253093346244,1.06253093346244,0.161754476158624,"Smelting"
"S06","Sulfate assimilation",1.15810856982382,1.15810856982382,0.161328520981187,"Smelting"
"S06","Dissimilatory sulfite reduction",0.900326286493479,0.900326286493479,0.158276544847725,"Smelting"
"S06","Aerobic chemoheterotrophy",-0.923151675024722,0.923151675024722,0.125803719455235,"Smelting"
"S06","Organic carbon degradation",-1.1471288428944,1.1471288428944,0.119094814612975,"Smelting"
"S06","Denitrification",-1.2284158263298,1.2284158263298,0.105967071236539,"Smelting"
"T01","Thiosulfate oxidation",-0.7998314038703,0.7998314038703,0.167774852707715,"Tailing"
"T01","Nitrification",0.538783175222326,0.538783175222326,0.161754476158624,"Tailing"
"T01","Sulfate assimilation",-0.737165759043425,0.737165759043425,0.161328520981187,"Tailing"
"T01","Dissimilatory sulfite reduction",-0.391277194590239,0.391277194590239,0.158276544847725,"Tailing"
"T01","Aerobic chemoheterotrophy",0.807646512217083,0.807646512217083,0.125803719455235,"Tailing"
"T01","Organic carbon degradation",0.435360627525005,0.435360627525005,0.119094814612975,"Tailing"
"T01","Denitrification",0.417392221528985,0.417392221528985,0.105967071236539,"Tailing"
"T02","Thiosulfate oxidation",-0.924583982143989,0.924583982143989,0.167774852707715,"Tailing"
"T02","Nitrification",0.440338250981901,0.440338250981901,0.161754476158624,"Tailing"
"T02","Sulfate assimilation",-0.0273737050561189,0.0273737050561189,0.161328520981187,"Tailing"
"T02","Dissimilatory sulfite reduction",-0.449307622128252,0.449307622128252,0.158276544847725,"Tailing"
"T02","Aerobic chemoheterotrophy",0.51556854099956,0.51556854099956,0.125803719455235,"Tailing"
"T02","Organic carbon degradation",0.110777332696308,0.110777332696308,0.119094814612975,"Tailing"
"T02","Denitrification",1.1017627420768,1.1017627420768,0.105967071236539,"Tailing"
"T03","Thiosulfate oxidation",-0.888224735109204,0.888224735109204,0.167774852707715,"Tailing"
"T03","Nitrification",0.0602499226742442,0.0602499226742442,0.161754476158624,"Tailing"
"T03","Sulfate assimilation",-0.121638830283697,0.121638830283697,0.161328520981187,"Tailing"
"T03","Dissimilatory sulfite reduction",-0.152183689304697,0.152183689304697,0.158276544847725,"Tailing"
"T03","Aerobic chemoheterotrophy",0.326867674487851,0.326867674487851,0.125803719455235,"Tailing"
"T03","Organic carbon degradation",0.540806302508513,0.540806302508513,0.119094814612975,"Tailing"
"T03","Denitrification",1.01969181302043,1.01969181302043,0.105967071236539,"Tailing"
"T04","Thiosulfate oxidation",-0.946156139775964,0.946156139775964,0.167774852707715,"Tailing"
"T04","Nitrification",0.438890196656888,0.438890196656888,0.161754476158624,"Tailing"
"T04","Sulfate assimilation",-0.405550181498801,0.405550181498801,0.161328520981187,"Tailing"
"T04","Dissimilatory sulfite reduction",-0.365107431547185,0.365107431547185,0.158276544847725,"Tailing"
"T04","Aerobic chemoheterotrophy",0.217617813357701,0.217617813357701,0.125803719455235,"Tailing"
"T04","Organic carbon degradation",0.547552724981987,0.547552724981987,0.119094814612975,"Tailing"
"T04","Denitrification",1.24918249038097,1.24918249038097,0.105967071236539,"Tailing"
"T05","Thiosulfate oxidation",-0.838514767929361,0.838514767929361,0.167774852707715,"Tailing"
"T05","Nitrification",0.128453061803963,0.128453061803963,0.161754476158624,"Tailing"
"T05","Sulfate assimilation",0.197177980356188,0.197177980356188,0.161328520981187,"Tailing"
"T05","Dissimilatory sulfite reduction",-0.399561379065897,0.399561379065897,0.158276544847725,"Tailing"
"T05","Aerobic chemoheterotrophy",0.227773384732826,0.227773384732826,0.125803719455235,"Tailing"
"T05","Organic carbon degradation",0.450658871146296,0.450658871146296,0.119094814612975,"Tailing"
"T05","Denitrification",1.16446333693391,1.16446333693391,0.105967071236539,"Tailing"
"T06","Thiosulfate oxidation",-0.877198776490198,0.877198776490198,0.167774852707715,"Tailing"
"T06","Nitrification",0.228703233178113,0.228703233178113,0.161754476158624,"Tailing"
"T06","Sulfate assimilation",-0.251529412251177,0.251529412251177,0.161328520981187,"Tailing"
"T06","Dissimilatory sulfite reduction",-0.226488808743473,0.226488808743473,0.158276544847725,"Tailing"
"T06","Aerobic chemoheterotrophy",0.392028828027782,0.392028828027782,0.125803719455235,"Tailing"
"T06","Organic carbon degradation",0.201049734593576,0.201049734593576,0.119094814612975,"Tailing"
"T06","Denitrification",1.28576562403103,1.28576562403103,0.105967071236539,"Tailing"
